,0,1,2,3,4
0,1.0,20,0.3860727244447304,0.5157946965388939,0.6691852280578762
1,1.0,40,0.4082527633046397,0.5724051705504312,0.7124639358738052
2,1.0,60,0.4268924430677622,0.6107624228517591,0.7285730791381283
3,1.0,80,0.3975190662386182,0.6286597096293288,0.7296338468060701
4,1.0,100,0.40746114652702514,0.5634823826464005,0.7626838049564552
5,1.0,120,0.4216134229499374,0.5797526076772856,0.743889046567008
6,1.0,140,0.42007539238943964,0.5966061725028396,0.7730367812625436
7,1.5,20,0.37355632561704355,0.5432724537951399,0.7248931443646148
8,1.5,40,0.43174931778648756,0.5931282711680962,0.7989845242739347
9,1.5,60,0.4237498208665448,0.5988556982114519,0.7533711795985523
10,1.5,80,0.45089640674783205,0.5881559595779688,0.8072258750656243
11,1.5,100,0.4467546837859677,0.5628792535747518,0.7757158735166424
12,1.5,120,0.430346419189436,0.5817996331094533,0.7614636374135466
13,1.5,140,0.42059328394157525,0.578507678415918,0.8074480841111095
14,2.0,20,0.4132728563427025,0.5742878416110601,0.7466651242407376
15,2.0,40,0.4185408453248757,0.5663391041917938,0.7667823470278399
16,2.0,60,0.42097091206731924,0.5710436766005762,0.7871494769859252
17,2.0,80,0.42726451402694376,0.5765820412227343,0.7874720290427828
18,2.0,100,0.4381166039822505,0.5869963671917181,0.7887843511185124
19,2.0,120,0.4458973143060262,0.5737060674856125,0.7973019878337153
20,2.0,140,0.4273974092019639,0.5942351202511353,0.7776699139545894
21,2.5,20,0.36881568740230686,0.5820371493012415,0.7365808485311689
22,2.5,40,0.38626438186797135,0.5769173231109765,0.8007934539194158
23,2.5,60,0.40772080097703156,0.5722484110728681,0.8082930535579514
24,2.5,80,0.4341691913696565,0.5548032305329557,0.8065405055736561
25,2.5,100,0.43025418292350437,0.5878189329397954,0.8001999397773704
26,2.5,120,0.43127592247396374,0.5762715151365922,0.812076768073419
27,2.5,140,0.46202015621470033,0.5342616231007874,0.8275651702737937
28,3.0,20,0.4136939153627871,0.5641868913862906,0.7306934456244124
29,3.0,40,0.4335504342462979,0.5645289058405109,0.8005471113410682
30,3.0,60,0.44593292794311773,0.5802136204149526,0.8106275678560759
31,3.0,80,0.40588173339942124,0.5571232339006601,0.8137864613616628
32,3.0,100,0.4063694921963948,0.5526377541396273,0.8124892527153245
33,3.0,120,0.406789022947876,0.5509631610741261,0.7848124173502266
34,3.0,140,0.41525367427503096,0.5353525285929368,0.7877318545800766
35,3.5,20,0.39214313396636474,0.5183752293677909,0.744759936482313
36,3.5,40,0.4056343783151358,0.5584977773915136,0.7777288731527492
37,3.5,60,0.3896317025240961,0.5637788347236083,0.8058437538766547
38,3.5,80,0.42714109112458126,0.561239031059505,0.8246375730455862
39,3.5,100,0.39893499519894043,0.5618532345381344,0.7858759126072079
40,3.5,120,0.40883837445474525,0.5940282732070283,0.8106482143706119
41,3.5,140,0.4255210490045195,0.5619778294958395,0.7909509479785236
42,4.0,20,0.4053651245557785,0.5482807630525203,0.7582184869338546
43,4.0,40,0.41088805438465775,0.5342892065308693,0.76517348541073
44,4.0,60,0.4240099075548175,0.56991932873297,0.8092125112829887
45,4.0,80,0.4032109408456643,0.5699166383302054,0.8062954172612258
46,4.0,100,0.4001736533525196,0.5572451084346668,0.7793569893858754
47,4.0,120,0.4737498231323164,0.5355800791335462,0.7820570429912063
48,4.0,140,0.43750438676439785,0.5388606324351095,0.8246044074796085
